index,smiles,oxidation_potential,reduction_potential
58100,C(#N)[C@]12[C@H]([C@]1(CN2)O)O,,-5.084861126937031
58101,C1[C@@H](C#N)[C@H](/C/1=N/O)O,,
58102,c1c2c(COCO2)n[nH]1,,
58103,Cc1c(=O)c(C)non1,,
58104,C1[C@@H]2[C@H](/C(=N)/O1)OC=N2,,
58105,CN=C1C=C(C(=N1)O)O,,
58106,C[C@]12[C@H](C(=NC1=O)O)N2,,
58107,c1c2COCOc2n[nH]1,,
58108,C1[C@@]2(CN2)C(=O)OC=N1,,
58109,C(=O)[C@H]1[C@@H](C=O)[N@]1C=N,,
58110,[C@H]12[C@@H]3[C@]([C@H]1O2)(C(=N)N3)O,5.05491876484717,-5.372359464055481
58111,C(#N)C(=O)[C@H]1[C@H](CN1)O,4.899188767364248,-4.468744288774761
58112,C1[C@H]2C(=NC(=N)[C@@]12O)O,,-5.41116264001852
58113,C(=O)[C@@]12CO/C(=N)/[C@@H]1N2,5.122521636336896,-5.4074357844451155
58114,C1[C@@H]2[C@](C=O)(C(=N)N1)O2,,
58115,C1=CNCC(=O)O/C/1=N,4.0457253323407345,-3.98972483743768
58116,C1[C@H](c2conc2O)N1,4.195819976272614,-4.942155337213481
58117,C(#N)CNCC(=O)C=O,,-4.501761009037582
58118,C1=CNC/C(=N/O)/C1=O,5.430966835702347,-3.9451825782211385
58119,C1=CC(=N)N=C(O)OC1,4.405886250439434,-4.444630202809495
58120,c1c([C@H]2CN2)onc1O,4.97961753943724,-4.960882048267595
58121,Cc1c[nH]nc1OC=O,,
58122,C1[C@@H]2/C(=N/O)/C(=O)C[N@]12,4.0274819080319135,-4.194867926640145
58123,C/N=C\1/[C@H]2[C@@H](C(=O)O1)N2,5.331528196488361,
58124,C(C=O)c1cnoc1N,4.677019260425877,-4.327080527993021
58125,C1[C@H]2C(=O)[C@@H](C(=N)O)[N@@]12,,
58126,C(#N)C(=O)[C@H]1[C@@H](CO)N1,4.750945211790676,-5.155702330147906
58127,C(#N)C(=O)[C@H]([C@H]1CN1)O,4.7930429896810525,-4.375600019980484
58128,CN=c1c(C=O)co[nH]1,4.146879407666856,-5.192785647688143
58129,C1=C(C=O)NC/C/1=N/O,3.294533082175403,-5.56378957240253
58130,C(COC(C#N)C#N)O,3.1615866279194593,-5.174978061889706
58131,CC1=C(C(=NC1=N)O)O,4.558984513556934,-3.7472481236868047
58132,C1CN1/C(=N)/C(=O)C=O,,
58133,c1c(C2COC2)onn1,4.196368225512342,-3.9294224355975897
58134,C1[C@@H]2[C@H](/C(=N)/O1)O/C/2=N,,
58135,C1[C@@H]2/C(=N)/O[C@H]1OC=N2,3.785818650635119,-4.345651913326438
58136,C\1(=N\O)/[C@H]2[C@H]3[C@H]([C@@H]1[N@@]23)O,,
58137,c1c(C=O)c(CO)n[nH]1,,
58138,C1[C@@H]2C(=O)CO/C(=N)/[N@]12,,
58139,c1cnoc1CC(=N)O,,
58140,C1COc2c1c([nH]n2)O,,
58141,c1conc(CO)/c/1=N,,
58142,C1CC1Oc1cnno1,,
58143,C1[C@@H]2[C@H](C(=O)O)[N@@]2C=N1,,
58144,C1=CN=C(N=C(C1)O)O,,
58145,C1[C@H]([C@@]1(C#N)O)N=CO,4.548427698157465,
58146,Cc1c(c(C=O)on1)N,4.302620066486779,-4.112086857592149
58147,C(#N)[C@H](CO)[C@H](C#N)O,,
58148,Cc1nc([C@H]2CO2)no1,5.68430253867933,-4.541939045140171
58149,C1[C@H]2[C@@H](/C(=N)/N1C=O)O2,,
58150,C1C(=O)CN(C=O)/C/1=N,,
58151,C1COc2c1c([nH]n2)O,,
58152,C1[C@H]2C(=O)N=C(C[N@@]12)O,3.5054814330110817,
58153,C(#N)CN=C([C@H]1CO1)O,,
58154,C1[C@@H]2[C@H](C(=N)N=C1O)O2,4.41288075718563,-4.925351288143648
58155,C(#N)[C@]1(COC=N)CO1,4.696692861055053,
58156,[C@H]12[C@H]([C@]3([C@@H]1O3)C(=N)O)N2,,
58157,C1[C@H]2/C(=N)/OCC(=O)[N@@]12,,
58158,C1[C@H]2C[N@]2C(=O)C(=O)N1,,
58159,C\1(=N\O)/[C@H]2[C@@H]3[C@H]([C@@H]1N2)O3,,
58160,C1c2c(CO1)[nH]c(n2)O,,-5.061589512538776
58161,C/N=C\1/CO[C@H](C#N)O1,,
58162,C[C@]1(CO1)c1conn1,,
58163,C1[C@@H]2[C@H](C(=N1)N=CO)O2,,
58164,Cn1c(=O)ccc(n1)O,4.5427275141014976,
58165,CN(C=O)[C@H](C#N)C=O,4.837544045602553,
58166,C1[C@H]2C[N@]2C(=O)N=C1O,,
58167,[C@H]12/C(=N/O)/[C@H]3[C@@]2([C@@H]1N3)O,,
58168,C(#N)[C@H]1[C@H](CO1)C(=N)O,4.784496750948674,-5.230850308394511
58169,Cc1ncc([nH]1)OC=O,,
58170,C1[C@H]([C@H]1O)c1ncon1,4.90195827034091,-3.7645378791307307
58171,Cc1/c(=N/O)/ccon1,,-4.239649687560305
58172,C[C@H]1COc2c1non2,,
58173,C1[C@@H]2[C@@H]3[C@H](O1)O/C(=N)/[N@]23,,-4.323710782425624
58174,C/N=C\1/[C@@](C#N)(CO1)O,,
58175,C(#N)CNC(C=O)C=O,5.203108453565219,
58176,C1[C@@H]2[C@H](C(=O)OC=N1)N2,5.3778817497555425,
58177,C1CN(C=N1)C(=O)C=O,,
58178,Cc1cc(no/c/1=N)O,,
58179,C1[C@H]2[C@](C=O)(C(=N)N2)O1,4.513518026253732,-4.854877680994323
58180,C1[C@@]2(C=O)[C@H](C(=N2)O)N1,,
58181,Cc1cc(/c(=N)/on1)O,4.640340517741206,-4.690330156110067
58182,C1[C@@H]2[C@]1(C(=O)N2C=N)O,,
58183,C1C[C@](C#N)(/C/1=N/O)O,,-4.893982559925862
58184,C(=O)[C@H]1[C@@H]2[C@H](/C(=N)/O1)N2,,
58185,C1[C@]2(CO2)C(=O)C(=N1)N,4.624599987033943,-4.925012189985355
58186,C1[C@@H]2[C@H]1N(C=O)C(=N2)O,,-4.907878625651793
58187,Cc1cno/c(=N)/c1O,,-4.821963216896111
58188,C1CN1c1conc1O,4.502466356571458,-4.74721229584924
58189,CN1/C(=N)/C=C(C1=O)O,5.352558546027066,-4.741925926783952
58190,C1[C@H]2C[N@]2C(=O)/C/1=N\O,,
58191,C1COC(=N[C@@H]1C#N)O,,
58192,CNc1c(cno1)C=O,,
58193,C1[C@@H](C=O)C(=NC1=N)O,3.996851193902839,-4.319221257626341
58194,C1C(=CC(=O)O/C/1=N)N,,
58195,CN=C(c1cnoc1)O,4.743773446378836,-4.72705186544903
58196,Cc1c(=O)nc(C)on1,4.476211932386431,-3.656121385647057
58197,Cc1c(C=O)c(N)on1,6.066618191659072,-3.666783589310799
58198,Cc1c(CC=O)non1,,
58199,C/C(=N)/Oc1cnoc1,,-4.804872159025254
58200,C1[C@@H]2[C@]1(C(=O)N2C=O)N,,
58201,C1C(=O)[C@@H]2[C@H]1OC(=N)N2,5.089182223797761,-3.4031795883215095
58202,c1c(coc1N)N=CO,4.4703827468879895,-4.752848694782588
58203,C1[C@@H]2[C@H]1N(/C/2=N)C(=O)O,5.193269681015008,-5.230225176480817
58204,C1=CN=C(/C(=N\O)/C1)O,,
58205,CNC(=O)c1ccon1,4.010341651854614,-3.7834211960484394
58206,[C@H]12[C@H]3[C@@]([C@@H]1N3)(C(=O)O)N2,4.421069509388471,-4.47127066741763
58207,c1c(c[nH]c1N)C(=O)O,5.6107944797464,-4.442015052959905
58208,C/C(=N\O)/C#CC(=N)O,,
58209,c1/c(=N)/c(CO)con1,4.285699261030968,-4.897563559521077
58210,C1[C@H]2[C@H](C(=O)O2)NC=N1,,
58211,C1[C@@H]2[C@@H](/C(=N)/N2C=O)O1,,
58212,C1C(=O)[N@@]2C[C@@H]2C(=N1)O,4.70768676170388,-2.7590740338377513
58213,C1[C@@H]2[C@H]1N=C(N=C2O)O,,
58214,C(#N)[C@@H]([C@@H]1C(=O)CN1)O,,
58215,C1[C@@H]2[C@H](C(=O)/C/1=N\O)N2,,
58216,c1coc(c1N)C(=N)O,,-4.133386458737223
58217,C(c1cnoc1)C(=N)O,4.656177096487736,-4.429281835703878
58218,Cc1c(C=O)n[nH]c1O,,-4.657244696310445
58219,C(#N)CO/C=N/CC=O,4.501396813132087,-4.870943077328266
58220,c1c/c(=N)/onc1CO,,
58221,[C@H]12[C@H]([C@@H]3[C@H]1O3)NC(=N2)O,,
58222,C1[C@H]2[C@@H]1OC(=O)N2C=N,4.037853028687604,-3.959936548560509
58223,CC(=O)CO/C(=N)/C#N,,
58224,C(=N)O[C@@H]1[C@H]2[C@@H]1N=C2O,5.035806778766127,-4.879985707658707
58225,C1=CN[C@@H](C=O)/C/1=N/O,,
58226,C1[C@@H]2/C(=N)/O[C@H]1/C(=N)/O2,,
58227,C(C[C@H](C=O)CO)CO,,
58228,CCOC[C@H]([C@H]1CO1)O,,
58229,COC[C@H]1C[C@@H](CO)O1,5.922101113207245,-4.690360082911357
58230,C1CCOC(CO)OC1,4.5754280254409965,-5.215993642051617
58231,CCCOCCC(=O)O,,
58232,CC[C@@H](C)[C@H](C(=O)O)O,3.8169241224355206,-5.977326532197767
58233,COCC1OCCCO1,,-6.145235603754773
58234,C(CO)[C@H](C1(CC1)O)O,4.736085297503959,-4.4660565489588775
58235,C[C@@H](CC=O)[C@H](CO)O,4.745921935930309,-4.727410203045511
58236,C[C@@H](C=O)OCCOC,,
58237,CC[C@@H]1[C@@H]([C@@H](CO1)O)O,4.5250639845986,-4.7501615507039245
58238,C(CO)[C@]1(C[C@H]1CO)O,4.132706504870439,-5.410162524987245
58239,C[C@@]1(COC[C@@H]1OC)O,,
58240,C(CO)C1COCOC1,5.042953236303728,-4.888270869275803
58241,C[C@@H]([C@@H](C)O)C(=O)OC,,-5.242200582698788
58242,C[C@H]([C@H]([C@@]1(C)CO1)O)O,,
58243,C[C@H]([C@@H](CO)[C@H]1CO1)O,4.583921695314129,-6.262618452461029
58244,CC[C@@]1(CO)[C@H]([C@H]1O)O,,
58245,CC(C)(COC)OC=O,,-4.849023862730465
58246,C1C[C@H]([C@H]1[C@@H](CO)O)O,,
58247,C(C[C@@H]1[C@@H](CO1)O)CO,,-4.827882970671854
58248,COC[C@@]1(CCO)CO1,,-4.5443946374611555
58249,C[C@H](C(=O)CCCO)O,,-5.405840524462692
58250,COCCC[C@H](C=O)O,,
58251,CC(=O)[C@H](CCO)OC,4.745482792085167,
58252,CCC[C@H](C(=O)OC)O,,
58253,CCCO[C@H](C=O)CO,4.998107097152169,-6.393616184910061
58254,CCOCC[C@H](C=O)O,,
58255,CO[C@H](CC=O)CCO,,-5.024460258332911
58256,COC[C@H]1C[C@H](CO1)O,,
58257,C1C[C@@](C[C@@H]1O)(CO)O,,
58258,COC[C@H](CC=O)CO,4.4286992433867995,-4.35958533426805
58259,CO[C@@H]1[C@@H](CCCO1)O,5.224284125487029,-4.847828304816576
58260,C[C@@H](CC(=O)O)COC,,
58261,C[C@@H]([C@@]1(CO)CO1)OC,,
58262,CCOCC1(COC1)O,4.526088462979314,
58263,C[C@@H]1[C@H]([C@H](CCO)O)O1,,
58264,COC[C@]1(C[C@H]1O)CO,4.485974508123545,-4.408131676656413
58265,C(CO)[C@H]1C[C@@]1(CO)O,,
58266,C[C@@H](CCC(=O)O)OC,2.649126683918948,-4.725798066828648
58267,C[C@H](COC)C(=O)CO,4.774229706400146,
58268,COC[C@H]1COC[C@H]1O,3.656120055082792,-4.018383887446762
58269,C(C[C@H](CC=O)O)CO,5.395027240636918,-5.1543114938480725
58270,C(C[C@@H](CCO)O)C=O,,-4.866421888507321
58271,C/C(=C/[C@H](CO)O)/CO,4.668874238785574,-5.194133860844377
58272,C[C@@](CO)([C@H]1CCO1)O,4.664752111974448,-6.220214881518987
58273,C[C@@H](C(=O)CCO)OC,,
58274,C[C@@H](CO)OC[C@H]1CO1,,
58275,C1C[C@](CO)(COC1)O,5.1914167160235225,
58276,COC[C@@H](CO)[C@H]1CO1,,
58277,C(CO)C(CCO)C=O,,
58278,C[C@@H](/C=C/[C@H](CO)O)O,4.294153694238557,-4.673859797675905
58279,C[C@H](CCOC)C(=O)O,4.931571733128803,
58280,C(C[C@]1(C[C@H]1O)O)CO,,
58281,CO[C@H]1C[C@@]1(CCO)O,,
58282,C1[C@@H](C[C@@]1(CO)O)CO,,
58283,CC[C@@H](CO)COC=O,,
58284,C[C@H](C(C)(C)C(=O)O)O,5.191949989709028,
58285,CCO[C@H](CC=O)CO,4.552523352904754,-4.60594172119585
58286,C[C@H]1[C@@](CO)(COC)O1,,-6.265310252495911
58287,CCO[C@@H]1[C@H](CO)[C@@H]1O,4.65408642683411,
58288,C[C@H]1CCO[C@@H](CO)O1,,
58289,C1COC(CCO)OC1,,-5.277301093761198
58290,C(C=O)COCCCO,,
58291,C[C@@]1(CCO)[C@H]([C@H]1O)O,,
58292,C[C@@H](C=O)[C@@H](COC)O,,
58293,C[C@H]([C@@H](CCO)C=O)O,,
58294,CC(=O)COCCOC,,
58295,CO[C@H]1COC[C@H]1OC,,-4.629200833305222
58296,CCC(=O)[C@H](COC)O,,-4.7226273885202685
58297,C[C@H]1[C@H]([C@H](CO1)OC)O,5.206369286878325,-5.434167192988244
58298,C([C@H]1COC[C@H]1CO)O,,-4.756623885828449
58299,CCO[C@H]1[C@H]([C@]1(C)O)O,,
58300,C1[C@H](CO)[C@H](CO)[C@@H]1O,,
58301,CCCOC(=O)[C@@H](C)O,,
58302,C[C@H](C=O)OCCCO,,
58303,COC[C@H](C1COC1)O,,-4.59198331785723
58304,C[C@@H](CCC(=O)O)CO,,
58305,CC(=O)[C@@H](CCOC)O,,
58306,CCOC[C@H]1[C@H]([C@H]1O)O,,-4.208740940538919
58307,CO[C@H]1COCCCO1,,-6.2082328555038115
58308,C[C@H](C=O)COCCO,,
58309,CC[C@@H]1[C@@](CO)(CO1)O,4.770585299375452,-3.163005474175807
58310,CC(C)[C@](C)(C(=O)O)O,,
58311,C[C@H]1[C@H](C[C@@]1(CO)O)O,4.5405769191225405,-4.772029247998435
58312,C(CO)[C@]1(C[C@H]1O)CO,,
58313,CCOCC(=O)[C@@H](C)O,4.1828327972658,-3.9740949999881563
58314,C1COC[C@H](CO)[C@@H]1O,4.539135292907813,-5.02038770013809
58315,C[C@@]1(CCO)COCO1,4.830188092421449,
58316,C[C@H]([C@@]1(CCO)CO1)O,,
58317,C(CO)[C@H](C[C@H]1CO1)O,4.559145750720345,-6.178123957084099
58318,C/C=C/C(CO)(CO)O,,
58319,CCOCCCC(=O)O,,
58320,C[C@@H]1[C@@H](CO[C@@H]1OC)O,5.596908893522195,-4.285659020826134
58321,CC(C)([C@@H]1[C@H](CO)O1)O,4.814712949077657,-5.343821761647123
58322,COCC(=O)CCCO,,
58323,C[C@@](CO)(C1(CC1)O)O,3.1497490971183284,-4.62871028672038
58324,CC[C@H]1[C@H]([C@@]1(CO)O)O,,
58325,COCC[C@@]1(CO)CO1,5.346162314025205,-5.0951934577364595
58326,COC1(CC1)[C@H](CO)O,,
58327,CC[C@@](C)(C(=O)O)OC,4.467940402445092,
58328,C[C@@H]([C@H]([C@H]1CO1)O)OC,,
58329,C(CCC(=O)O)CCO,4.6351868527695474,-4.8419390142057095
58330,CCOC(=O)CCCO,,
58331,C[C@]1(CCO)[C@@H](CO1)O,,
58332,COC[C@H]([C@H]1C[C@H]1O)O,,
58333,C[C@]1(COC)[C@H]([C@H]1O)O,,
58334,C[C@@H](CCO)OC(=O)C,4.732630379518523,
58335,CC(=O)[C@H](CO)COC,5.094641093265236,-5.289942615555847
58336,CC(C)(C=O)OCCO,4.422348925840706,-5.173039754506536
58337,COCC1COCOC1,,
58338,C[C@@](CCOC)(C=O)O,4.59218199083858,-3.702061506060491
58339,CC(C)(CCO)OC=O,4.924357375730833,-4.805946870835615
58340,COCCCC(=O)CO,,-4.912711455096942
58341,COC[C@H]1CO[C@H]1CO,4.1398902142578295,-4.834619176979177
58342,CCCOC(=O)COC,5.4558364267873545,-3.1023681403671075
58343,COC[C@@H]1[C@H](CO)CO1,,
58344,C(C[C@H]([C@H]1CO1)O)CO,,-3.4065403842936943
58345,CCO[C@@H](C)CC(=O)O,5.161011957414812,-4.825785832540933
58346,COC[C@H](C[C@H]1CO1)O,,
58347,C[C@]1(CO)[C@H](CCO)O1,5.007238110355101,-4.712546327129021
58348,CC[C@H](CC(=O)O)CO,,
58349,COCC[C@@H]1[C@@H](CO1)O,5.013725080244112,-4.998242050010449
58350,CCOCCC(=O)OC,4.3501626987077175,-4.233354052126233
58351,C[C@@H]1[C@@](C)([C@H](CO)O)O1,,
58352,C(CCO)CC(=O)CO,,
58353,C[C@@H](CC(=O)OC)OC,3.361143225147825,-4.223517925803608
58354,COC[C@H]1[C@H](C[C@H]1O)O,5.5287074612575084,-4.986994639717014
58355,COC[C@H](C1(CC1)O)O,4.246412706063492,-4.289354022699118
58356,C[C@H]([C@@]1(C[C@H]1O)OC)O,5.539560686178956,-4.570497073758307
58357,C[C@H]1OCC[C@@H](CO)O1,,
58358,C[C@@H](CCO)C(=O)CO,,
58359,CC(=O)[C@@H](COC)OC,4.155893316029105,-4.684355629605707
58360,C[C@H]1C[C@@](CO)([C@H]1O)O,5.768058287529638,-3.4797360720944566
58361,CCOC[C@H](C(=O)C)O,,
58362,C(CO[C@@H]1C[C@@H](C1)O)O,3.9760912359966456,-4.283710391985951
58363,CO[C@@H](CCCO)C=O,5.003936650661271,-4.161159526565316
58364,C[C@@]1(COCCO1)OC,4.6735864385087185,-4.368206786533338
58365,CC(C)[C@@H](CO)OC=O,3.8311661320881827,-4.1622968635724105
58366,C[C@H](COC)C(=O)OC,,
58367,C1C[C@H](CO)O[C@@H]1CO,,-2.735317565520236
58368,C1C[C@](CCO)([C@@H]1O)O,4.670434203616023,-3.9285724026971733
58369,C[C@H]1[C@@](COC)(CO1)O,4.23258750678593,-5.081244167103651
58370,CC[C@@H](COC)OC=O,3.8418902659000738,-3.9791130539483133
58371,CCOCC1OCCO1,4.688220444214093,-5.410468699417325
58372,C(CO)[C@H]1CCOCO1,,
58373,CCO[C@](C)(C=O)CO,4.902773579841377,
58374,C[C@@H]([C@]1(C[C@H]1O)O)OC,,
58375,C[C@@H]1CO[C@H](COC)O1,,-4.128332438037833
58376,COCCCC(=O)OC,,
58377,CCOCCC(=O)CO,,
58378,CCO[C@H]1COC[C@H]1O,4.393190992236268,
58379,C[C@](CCC=O)(CO)O,5.640966395435098,-4.806665927029317
58380,C[C@H]1C[C@@H](CO)OCO1,5.4684207547803085,-4.681963907035825
58381,C(C=O)[C@@H](CCO)CO,4.413205334537051,-4.993036784896904
58382,COC[C@@H]1[C@H](CCO)O1,,
58383,C[C@]1(COC)COCO1,,
58384,CCCOCC(=O)CO,,
58385,C[C@@H](C=O)[C@H](CCO)O,,
58386,CC(=O)[C@](C)(CCO)O,4.18681214848817,-4.365342259104582
58387,COC[C@H]1C[C@@]1(CO)O,3.4411183398320278,-5.420360043660767
58388,C[C@](/C=C/CO)(CO)O,,
58389,C[C@@H](CCO)COC=O,4.420098513865523,
58390,CCOC[C@H](CC=O)O,4.758914593916924,-5.150118810215136
58391,COCC[C@H](C=O)CO,4.267328763530313,-3.771251318986688
58392,C[C@H]1[C@@H](OC)OCCO1,4.926455124936692,-4.1478128561133785
58393,C[C@@H](CC(=O)O)[C@@H](C)O,3.8843394573328256,-5.654452246011206
58394,C[C@H]1CO[C@@H](CO)CO1,,
58395,C(COCCO)[C@H]1CO1,4.329960053014074,-4.152694837369782
58396,C1CC(C1)([C@@H](CO)O)O,,
58397,CCO[C@@H]1[C@@H](CCO1)O,2.672817474919211,-5.635043210389486
58398,C[C@@H]1[C@@H](C[C@H](CO)O1)O,4.49080831480438,-4.987381378970386
58399,COC[C@]1(C[C@H]1O)OC,4.943820240960631,
58400,C[C@@]1(CO[C@@H]1COC)O,4.638427865790217,-3.7430370596115976
58401,C[C@@H](CO)C(=O)CCO,5.21031703607201,-4.868279778710931
58402,COCC[C@@H]1[C@H](CO)O1,,
58403,C[C@H]([C@](C)(C=O)CO)O,,
58404,C(C[C@@]1(CO)CO1)CO,4.832869404416269,-4.586061248957267
58405,CCOCC(=O)CCO,4.841121798761887,-5.213311421953622
58406,C[C@@H]1[C@@H](CO1)OCCO,5.324255152182158,
58407,CCC(=O)C[C@H](CO)O,,
58408,C[C@@H]1[C@H](C[C@H](CO)O)O1,,
58409,CC[C@@H](CO)C(=O)OC,4.496345181344222,-5.254255410687111
58410,C[C@H](COC)OC(=O)C,4.3426717713160174,-5.962466298298241
58411,CCC[C@@H](CC(=O)O)O,3.0632942824109337,-5.363217124180156
58412,C[C@H](C[C@@H]1[C@H](CO)O1)O,,-2.950109700044268
58413,C[C@H]1CO[C@@H](CO)[C@H]1O,4.991292928042239,-4.549778736368753
58414,COCCC(=O)COC,5.697040661355058,-4.628921147482688
58415,CC(C)C(=O)[C@H](CO)O,4.176380184088484,-3.9422269219498416
58416,C[C@]1(C[C@H]1OCCO)O,,
58417,C[C@H]1[C@H]([C@]1(COC)O)O,4.926394864304311,-5.095995652026832
58418,C(CO)[C@H]1COCCO1,,-4.355175260659453
58419,C(C[C@H]1[C@H]([C@H]1O)O)CO,,
58420,CC(C)(C)OCC(=O)O,,
58421,C1C[C@H]([C@@H](CO)OC1)O,,
58422,CC(C)OC(=O)[C@@H](C)O,3.5161366847938185,-4.98427177339494
58423,CC(=O)COCCCO,6.453086973595927,-3.9162275583434534
58424,C(C1COC1)[C@@H](CO)O,5.139491922808301,
58425,C[C@@]1(C[C@@](C1)(CO)O)O,,-4.728583285891946
58426,C[C@@]1(CO1)[C@@H](COC)O,4.874337299316321,-5.037787609411171
58427,C(CC(=O)CCO)CO,,
58428,CC(=O)[C@](C)(CO)OC,,
58429,C(CO)CO[C@H]1C[C@H]1O,4.31041237093319,-4.21833245083275
58430,C1C[C@@H](OC1)OCCO,,
58431,COC[C@@H]1[C@@H](CCO1)O,4.965026762526176,-4.78742875829943
58432,C[C@H]1C[C@H]([C@H](CO)O)O1,5.197890302767118,-3.934288185203914
58433,CC(C)(CC(=O)OC)O,4.613960326898959,-4.134222058395099
58434,C(CCOCCO)C=O,,
58435,C1C[C@H](CO)OCOC1,4.714876482460167,
58436,C[C@H]1COC[C@@H](CO)O1,4.263610861775814,-5.118262863097189
58437,CC[C@](C)(C(=O)OC)O,,
58438,CC(C)OC(=O)COC,,
58439,C[C@H]([C@@H]([C@H]1CO1)OC)O,4.475986676403918,-5.232152090456512
58440,CC(=O)OCCCCO,,
58441,CCCC(=O)[C@H](CO)O,,
58442,CCOC(=O)C[C@@H](C)O,4.934290578782165,-3.626237800306117
58443,C1CC1OC[C@@H](CO)O,4.518608286709932,-4.263544294678868
58444,CC1(C)[C@@](CO)(CO1)O,,
58445,CC(C)[C@H](CO)C(=O)O,,
58446,C1[C@H](CO)[C@H]1[C@@H](CO)O,4.896826573888174,-4.00136990574305
58447,C/C=C/[C@H]([C@H](CO)O)O,,
58448,C(CO)[C@@H]1[C@H](CO)CO1,5.378920881783924,-4.581659027978676
58449,C1C[C@@H]([C@@H]1O)OCCO,,
58450,CCCOCCOC=O,4.736272242722916,-4.474519377108154
58451,C[C@@H](CCO)OCC=O,,
58452,CCOC[C@H](C=O)OC,,
58453,CO[C@H]1CC[C@@H](CO)O1,4.2335249480443595,-5.0602947720194065
58454,COC[C@@H]1[C@H](CO)[C@@H]1O,5.431253095299835,-4.706486778687977
58455,C[C@H](CCCC(=O)O)O,3.8125280727040805,-4.122898947361537
58456,CCOCCCOC=O,,
58457,CC(C)[C@H](CC(=O)O)O,4.8209234445590115,-5.10215120158995
58458,C1C[C@H](CO)OC[C@@H]1O,5.084173050873287,
58459,CCO[C@]1(C[C@H]1O)CO,,-5.369050768270827
58460,CCC(=O)[C@H](CCO)O,,
58461,CCOC1COCOC1,4.865567607243574,-4.718497770037575
58462,CC1(COC)OCCO1,4.06104870175528,-4.524558477205065
58463,CCOC[C@@H]1[C@H](CO)O1,,-6.132880941265685
58464,C[C@]1([C@@H](COC)[C@H]1O)O,5.177127263281872,-4.82834595562912
58465,CC(C)COCC(=O)O,3.466322135177106,-3.900739341060617
58466,C1COCCOCOC1,,-4.488844761226065
58467,CCC[C@H]([C@H](C=O)O)O,3.05900808928578,-5.490566239133332
58468,CCOCC(=O)OCC,5.169115899758762,-4.89581390112784
58469,CC(=O)CCOCCO,,
58470,CO[C@H]1CC[C@H](CO1)O,,
58471,CCO[C@H](C=O)COC,4.448097776760332,-5.507366909965131
58472,C(CC1(COC1)O)CO,,
58473,C[C@@H](CO)[C@](C)(C=O)O,4.186432530840247,-4.307396423444007
58474,CO[C@@H]1[C@H](CCO)[C@@H]1O,2.5614592953939423,-5.0890993702027485
58475,COC[C@]1(CC[C@H]1O)O,4.458723450320176,-4.304131977796206
58476,C[C@H](C(=O)O)C(C)(C)O,,
58477,CCC1(COCOC1)O,,
58478,C(CO)[C@@]1(C[C@@H](C1)O)O,4.256112176514361,-4.236304911122207
58479,CC(C)COC(=O)CO,4.364796845090095,-5.149448084513497
58480,C1CO[C@H]1COCCO,,
58481,CC[C@@H](COC)C(=O)O,,
58482,CC[C@H](C(=O)COC)O,4.000356189714293,-4.561260104560861
58483,C[C@@H]1[C@@](CCO)(CO1)O,,
58484,COC[C@@H](CCO)C=O,5.373635954080382,
58485,COC[C@H]1[C@@H](COC)O1,,
58486,COC(=O)CCCCO,,
58487,CCO[C@@H](CCO)C=O,,
58488,C[C@@](CO)([C@@]1(C)CO1)O,,
58489,C[C@@]1([C@H](CCO)[C@@H]1O)O,,
58490,CC[C@@H](C(=O)O)OCC,4.3803693713912795,-4.723671846029393
58491,CCO[C@@H](C)C(=O)CO,,
58492,CC[C@H]([C@]1(C[C@H]1O)O)O,,
58493,C1CC1(CO)OCCO,,
58494,CCC[C@H](C(=O)CO)O,4.757518533994298,-3.700474366390554
58495,CC1(CCO)OCCO1,,
58496,COCC(C=O)COC,4.684866850339458,-4.514279094793383
58497,CCOC[C@]1(C[C@H]1O)O,,
58498,COCC[C@H]([C@H]1CO1)O,5.349790894175894,
58499,COCC[C@H](CC=O)O,5.438939932123103,-5.327027900309477
58500,CC[C@@](CCO)(C=O)O,,
58501,COCC[C@H]1COCO1,,
58502,CO[C@H]1CC[C@H]([C@H]1O)O,4.126082780202123,-3.9404408673030415
58503,CO[C@H]1CC[C@@]1(CO)O,,
58504,C[C@H]([C@]1(COC)CO1)O,,
58505,CCO[C@H]1C[C@@]1(CO)O,4.321376231714166,-5.245383936783983
58506,C[C@H]1[C@H]([C@@H](COC)O1)O,4.287992252701369,-3.6723009803967583
58507,CC(=O)C[C@H](CCO)O,,
58508,CO[C@H]1COC[C@H]1CO,,
58509,C(CO)COC[C@H]1CO1,5.329523083272361,-3.280045588674912
58510,CC(=O)[C@H](CCCO)O,,
58511,C[C@H]1[C@H]([C@H]([C@H]1OC)O)O,,
58512,CO[C@H]1COCC[C@H]1O,3.1530153785539,-3.4201796051688147
58513,C[C@]1(C[C@@]1(CO)O)CO,5.532852203176444,
58514,COC[C@H]([C@H]1CCO1)O,,
58515,C1CO[C@@H](CO)[C@H]1CO,4.463126074495958,-2.717540709523237
58516,CCC[C@](C=O)(CO)O,,-4.629590284633596
58517,CC1(COC1)OCCO,5.0454071855679645,
58518,CC[C@@H](C(=O)OCC)O,5.113827708630706,-5.31856728927909
58519,COCCO[C@H]1C[C@H]1O,4.383013786663068,-5.079222088948373
58520,C[C@]1(CO1)[C@H](CCO)O,,
58521,C[C@@](C=O)(CO)COC,4.987873781094604,-4.184731140195654
58522,CC(=O)OCCCOC,,
